movie_title,genres,director_name,actor_1_name,actor_2_name,actor_3_name,title_year,plot_keywords
From a Whisper to a Scream ,Action|Drama|Horror|Thriller,Jeff Burr,Terry Kiser,Clu Gulager,Susan Tyrrell,1987,bathtub|cult film|neck breaking|tennessee|wraparound story
Sex with Strangers ,Documentary|Drama,Harry Gantz, , , ,2002,bisexual|explicit sex|sex|stranger|swing
Dracula: Pages from a Virgin's Diary ,Comedy|Horror|Musical,Guy Maddin,Sarah Murphy-Dyson,CindyMarie Small,Brent Neale,2002,ballet|cult film|dance|dracula|gothic
Faith Like Potatoes ,Drama,Regardt van den Bergh,Sean Cameron Michael,Frank Rautenbach,Jeanne Neilson,2006,food|food in title|potato
Beyond the Black Rainbow ,Sci-Fi|Thriller,Panos Cosmatos,Chris Gauthier,Marilyn Norry,Eva Bourne,2010,exploitation|four word title|hallucinogen|lynchian|telepathy
The Raid: Redemption ,Action|Crime|Thriller,Gareth Evans,Iko Uwais,Yayan Ruhian,Donny Alamsyah,2011,apartment|drug lord|gangster|police|swat team
The Dead Undead ,Action|Horror|Sci-Fi,Matthew R. Anderson,Johnny Pacar,Vernon Wells,Matthew R. Anderson,2010,flashback|immortality|rural setting|vampire|zombie
The Vatican Exorcisms ,Horror,Joe Marino,Piero Maggiò,Anella Vastola,Joe Marino,2013, 
Casablanca ,Drama|Romance|War,Michael Curtiz,Humphrey Bogart,Claude Rains,Conrad Veidt,1942,american expatriate|casablanca morocco|gestapo|police|visa
Lake Mungo ,Drama|Horror|Mystery|Thriller,Joel Anderson,Talia Zucker,Rosie Traynor,Martin Sharpe,2008,ghost|lake|parapsychologist|psychic|secret
Rocket Singh: Salesman of the Year ,Comedy|Drama,Shimit Amin,Ranbir Kapoor,Shazahn Padamsee,Gauhar Khan,2009,boss|computer|honesty|sales|salesman
Silent Running ,Drama|Sci-Fi,Douglas Trumbull,Bruce Dern,Ron Rifkin,Jesse Vint,1972,forest|greenhouse|plant|robot|space
Rocky ,Drama|Sport,John G. Avildsen,Sylvester Stallone,Burgess Meredith,Carl Weathers,1976,boxer|hometown hero|philadelphia pennsylvania|protective male|training
The Sleepwalker ,Drama,Mona Fastvold,Christopher Abbott,Brady Corbet,Gitte Witt,2014,female nudity|male nudity|male rear nudity|nudity
The Fog ,Fantasy|Horror,John Carpenter,Jamie Lee Curtis,Hal Holbrook,Janet Leigh,1980,california|fog|leper|lighthouse|ship
Tom Jones ,Adventure|Comedy|History,Tony Richardson,Albert Finney,Susannah York,Hugh Griffith,1963,18th century|rags to riches|secret letter|squire|tutor
Unfriended ,Horror|Mystery|Thriller,Levan Gabriadze,Shelley Hennig,Renee Olstead,Heather Sossaman,2014,blender|computer screen|secret|skype|webcam
Taxi Driver ,Crime|Drama,Martin Scorsese,Robert De Niro,Albert Brooks,Peter Boyle,1976,loner|neo noir|night shift|taxi driver|vigilante
The Howling ,Horror,Joe Dante,Patrick Macnee,Robert Picardo,Dee Wallace,1981,1980s|forest|lycanthrope|shapeshifting|werewolf transformation
Dr. No ,Action|Adventure|Thriller,Terence Young,Ursula Andress,Jack Lord,Lois Maxwell,1962,british secret service|hand to hand combat|murder|official james bond series|terrorist plot
Chernobyl Diaries ,Horror|Mystery|Sci-Fi|Thriller,Bradley Parker,Jesse McCartney,Ingrid Bolsø Berdal,Jonathan Sadowski,2012,abandoned building|chernobyl disaster|exploration|tour guide|van
Hellraiser ,Fantasy|Horror,Clive Barker,Andrew Robinson,Ashley Laurence,Clare Higgins,1987,blood|cenobites|creature|demon|male full frontal nudity
God's Not Dead 2 ,Drama,Harold Cronk,Benjamin A. Onyango,Robin Givens,Maria Canals-Barrera,2016,alternate universe|christian|christian film|christianity|manipulation
Cry_Wolf ,Drama|Horror|Mystery|Thriller,Jeff Wadlow,Julian Morris,Gary Cole,Lindy Booth,2005,e mail|game|school|serial killer|student
Godzilla 2000 ,Action|Adventure|Drama|Sci-Fi|Thriller,Takao Okawara,Hiroshi Abe,Naomi Nishida,Sakae Kimura,1999,godzilla|kaiju|monster|orga|ufo
Blue Valentine ,Drama|Romance,Derek Cianfrance,Ryan Gosling,Mike Vogel,John Doman,2010,dog hit by a car|dysfunctional family|falling in love|female in shower|unhappily married woman
Transamerica ,Adventure|Comedy|Drama,Duncan Tucker,Kevin Zegers,Felicity Huffman,Paul Borghese,2005,bail|male full frontal nudity|sex change|stepfather|transsexual
The Devil Inside ,Horror,William Brent Bell,Fernanda Andrade,Claudiu Trandafir,Brian Johnson,2012,critically bashed|demonic possession|exorcism|exorcist|found footage
Beyond the Valley of the Dolls ,Comedy|Drama|Music,Russ Meyer,Charles Napier,Cynthia Myers,Harrison Page,1970,band|drugs|friendship|hollywood|satire
Love Me Tender ,Drama|Romance|Western,Robert D. Webb,James Drury,Neville Brand,Debra Paget,1956,army|civil war|robbery|soldier|train
An Inconvenient Truth ,Documentary,Davis Guggenheim,Billy West,Al Gore, ,2006,climate|earth|global warming|science|truth
Sands of Iwo Jima ,Action|Drama|Romance|War,Allan Dwan,James Brown,Richard Jaeckel,Forrest Tucker,1949,battle|combat|heroic military|sergeant|tarawa
Shine a Light ,Biography|Documentary|Music,Martin Scorsese,Mick Jagger,Keith Richards,Albert Maysles,2008,band|concert footage|new york city|rolling stones|three word title
The Green Inferno ,Adventure|Horror,Eli Roth,Daryl Sabara,Richard Burgi,Magda Apanowicz,2013,activist|amazon|color in title|rain|rain forest
Departure ,Drama|Family|Romance,Andrew Steggall,Juliet Stevenson,Alex Lawther,Niamh Cusack,2015,france|gay|language|male masturbation|masturbation
The Sessions ,Biography|Comedy|Drama|Romance,Ben Lewin,W. Earl Brown,Adam Arkin,Rhea Perlman,2012,falling in love|iron lung|priest|sex surrogate|therapist
"Food, Inc. ",Documentary,Robert Kenner,Michael Pollan,Eric Schlosser,Barbara Kowalcyk,2008,farming|flesh eating|food|food industry|gluttony
October Baby ,Drama,Andrew Erwin,Rachel Hendrix,Robert Amaya,Jason Burkey,2011,abortion|anti choice|christian preach|malpractice|unprofessional conduct
Next Stop Wonderland ,Comedy|Drama|Romance,Brad Anderson,Philip Seymour Hoffman,Callie Thorne,Holland Taylor,1998,love|marine biologist|nurse|personal ad|plumber
Juno ,Comedy|Drama|Romance,Jason Reitman,J.K. Simmons,Jennifer Garner,Rainn Wilson,2007,adoption|baby|friend|pregnancy|school
The Skeleton Twins ,Comedy|Drama,Craig Johnson,Ty Burrell,Boyd Holbrook,Kathleen Rose Perkins,2014,adultery|brother sister relationship|estrangement|siblings|suicide attempt
Martha Marcy May Marlene ,Drama|Mystery|Thriller,Sean Durkin,Christopher Abbott,Julia Garner,Brady Corbet,2011,connecticut|cult|memory|new york|telephone call
Obvious Child ,Comedy|Drama,Gillian Robespierre,Gaby Hoffmann,Jenny Slate,Jake Lacy,2014,abortion|divorced parents|one night stand|pregnancy|pregnant
Frozen River ,Crime|Drama,Courtney Hunt,Charlie McDermott,Michael O'Keefe,Misty Upham,2008,border|mohawk|money|new york|river
20 Feet from Stardom ,Documentary|Music,Morgan Neville,Sheryl Crow,Lou Adler,Merry Clayton,2013,backup singer|band|bechdel test passed|concert footage|singer
Two Girls and a Guy ,Comedy|Drama,James Toback,Robert Downey Jr.,Natasha Gregson Wagner,Angel David,1997,actor|anilingus|double cross|funeral home|two timing
Walking and Talking ,Comedy|Drama|Romance,Nicole Holofcener,Kevin Corrigan,Anne Heche,Vincent Pastore,1996,briefs|cancer|cat|cult film|friend
The Full Monty ,Comedy|Drama|Music,Peter Cattaneo,Tom Wilkinson,Mark Addy,Lesley Sharp,1997,dole|male stripper|northern england|steel worker|unemployment
Who Killed the Electric Car? ,Documentary,Chris Paine,Ed Begley Jr.,Phyllis Diller,Colette Divine,2006,california|car|reference to ralph nader|technology|u.s. president
The Broken Hearts Club: A Romantic Comedy ,Comedy|Drama|Romance|Sport,Greg Berlanti,Justin Theroux,Nia Long,Mary McCormack,2000,friend|gay|lesbian|photographer|restaurant
Bubba Ho-Tep ,Comedy|Fantasy|Mystery,Don Coscarelli,Daniel Roebuck,Ossie Davis,Ella Joyce,2002,cult film|elvis|elvis presley|nursing home|texas
Goosebumps ,Adventure|Comedy|Family|Fantasy|Horror,Rob Letterman,Odeya Rush,Dylan Minnette,Ken Marino,2015,based on book|blob|ferris wheel|manuscript|monster
Slam ,Drama,Marc Levin,Sonja Sohn,Saul Williams,Bonz Malone,1998,gang|independent film|prison|racial slur|urban setting
Brigham City ,Crime|Drama|Mystery,Richard Dutcher,Wilford Brimley,Frank Gerrish,Rick Macy,2001,fbi agent|mormon|prayer|sheriff|utah
Fiza ,Drama|Romance,Khalid Mohamed,Karisma Kapoor,Manoj Bajpayee,Jaya Bhaduri,2000,mumbai riots|politician|riot|suicide|tragic event
History of the World: Part I ,Comedy,Mel Brooks,Madeline Kahn,Sid Caesar,Dom DeLuise,1981,french revolution|old testament|part of an unfinished series|reference to john wayne|roman emperor
Orgazmo ,Comedy|Sci-Fi,Trey Parker,Trey Parker,Dian Bachar,Matt Stone,1997,book of mormon|fight|mormon|ray gun|sidekick
All the Real Girls ,Drama|Romance,David Gordon Green,Zooey Deschanel,Paul Schneider,Shea Whigham,2003,best friend|lake|love|small town|womanizer
Dream with the Fishes ,Comedy|Drama,Finn Taylor,David Arquette,Cathy Moriarty,Kathryn Erbe,1997,dying|to do list|twenty something|underwear|voyeur
Blue Car ,Drama,Karen Moncrieff,Frances Fisher,Agnes Bruckner,A.J. Buckley,2002,contest|poetry|refusing to eat|starving oneself|teenage girl
Luminarias ,Comedy|Romance,José Luis Valenzuela,Cheech Marin,Lupe Ontiveros,Robert Beltran,2000,divorce|friend|jewish|lent|restaurant
Palo Alto ,Drama,Gia Coppola,James Franco,Nat Wolff,Olivia Crocicchia,2013,girls' soccer|high school|high school student|soccer coach|teenager
Ajami ,Crime|Drama,Scandar Copti,Shahir Kabaha,Scandar Copti,Ranin Karim,2009,arab|christian|israeli|palestinian|violence
Wristcutters: A Love Story ,Comedy|Drama|Fantasy|Romance,Goran Dukic,Leslie Bibb,Patrick Fugit,Chase Ellison,2006,afterlife|camping|death|hitchhiker|suicide
I Origins ,Drama|Romance|Sci-Fi,Mike Cahill,Steven Yeun,Cara Seymour,Venida Evans,2014,buddhism|evolution|eye|reincarnation|stuck in elevator
The Battle of Shaker Heights ,Comedy|Drama|Romance,Efram Potelle,Shiri Appleby,Elden Henson,Kathleen Quinlan,2003,bully comeuppance|high school|painter|reference to led zeppelin|wetting pants
The Lovely Bones ,Drama|Fantasy|Thriller,Peter Jackson,Michael Imperioli,AJ Michalka,Tom McCarthy,2009,1970s|afterlife|heaven|pedophile|rape
The Act of Killing ,Biography|Crime|Documentary|History,Joshua Oppenheimer,Anwar Congo,Herman Koto,Syamsul Arifin,2012,death squad|mass killing|musical number|reference to guantanamo bay|surrealism
Taxi to the Dark Side ,Crime|Documentary|War,Alex Gibney,Alex Gibney,George W. Bush,Greg D'Agostino,2007,afghanistan|detainee|guantanamo bay|taxi|torture
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,Documentary|Sport,Paul Crowder,Pelé,Marv Albert,Ahmet Ertegun,2006,new york|new york cosmos|professional sports|soccer|soccer team
Guiana 1838 ,Drama,Rohit Jagessar,Kumar Gaurav,Rufus Graham,Aasheekaa Bathija,2004,bare chested male|discipline|imperialism|whipping|white slavery
Lisa Picard Is Famous ,Comedy|Drama,Griffin Dunne,Mira Sorvino,Fisher Stevens,Melissa Gilbert,2000,actress|fame|inside joke|new york|one man show
Antarctica: A Year on Ice ,Adventure|Biography|Documentary|Drama,Anthony Powell,Josh Swanson,Tom Hamann,Anthony Powell,2013,antarctica
A Lego Brickumentary ,Documentary,Kief Davidson,G.W. Krauss,Brian Whitaker,Jason Bateman,2014,artist|denmark|lego|toy|toy company
Hardflip ,Action|Drama,Johnny Remo,Matthew Ziff,Randy Wayne,Raquel Elizabeth Ames,2012,family relationships|loss of mother|san diego california|single mother|suicide attempt
Chocolate: Deep Dark Secrets ,Thriller,Vivek Agnihotri,Emraan Hashmi,Anil Kapoor,Sunil Shetty,2005,chocolate|christmas|christmas eve|death|suspect
The House of the Devil ,Horror,Ti West,Lena Dunham,Greta Gerwig,Dee Wallace,2009,cult film|eclipse|haunted house|lunar eclipse|secret
The Perfect Host ,Comedy|Crime|Thriller,Nick Tomnay,David Hyde Pierce,Clayne Crawford,Nathaniel Parker,2010,arm tattoo|bank robbery|cauterizing a wound|dancing on a table|dinner party
Safe Men ,Comedy|Crime,John Hamburg,Harvey Fierstein,Michael Lerner,Josh Pais,1998,gangster|organized crime|robbery|rosh hashanah|safecracking
Speedway Junky ,Crime|Drama|Romance,Nickolas Perry,Patrick Renna,Patsy Kensit,Adrienne Frantz,1999,car racing|crush|hustler|scam|watching television
The Last Big Thing ,Comedy|Drama,Dan Zukovic,Yul Vazquez,Louis Mustillo,James Lorinz,1996,actor|magazine|model|rock band|suburb
The Specials ,Action|Comedy|Fantasy|Sci-Fi,Craig Mazin,Judy Greer,James Gunn,Jamie Kennedy,2000,action figure|press conference|superhero|superhero team|toy
16 to Life ,Comedy|Romance,Becky Smith,Will Rothhaar,Emily Baldoni,Hallee Hirsh,2009,birthday|digit in title|love|masturbation|teenager
Alone with Her ,Crime|Drama|Thriller,Eric Nicholas,Jordana Spiro,Ana Claudia Talancón,Jonathon Trent,2006,female nudity|female pubic hair|masturbation|panties|pubic hair
Creative Control ,Drama|Sci-Fi,Benjamin Dickinson,Nora Zehetner,Alexia Rasmussen,Meredith Hagner,2015,art exhibition|augmented reality|cocaine|nervous breakdown|speculative fiction
Special ,Comedy|Drama|Sci-Fi,Hal Haberman,Michael Rapaport,Paul Blackthorne,Ian Bohen,2006,dream sequence|locked in a room|looking at self in mirror|medication|superhero
Sparkler ,Comedy|Drama,Darren Stein,Frances Bay,Jamie Kennedy,Veronica Cartwright,1997,automobile association of america|cheating|psychic|reference to tom jones the singer|trailer park
The Helix... Loaded ,Action|Adventure|Comedy|Fantasy|Sci-Fi,A. Raven Cruz,Scott Levy,Vanilla Ice,Jennifer Sky,2005,cnn reporter|ellipsis in title|matrix|punctuation in title|secret agent
In Her Line of Fire ,Action|Drama,Brian Trenchard-Smith,David Keith,Mariel Hemingway,Jesse Hutch,2006,camp|die hard scenario|female protagonist|island|vice president
The Jimmy Show ,Comedy|Drama,Frank Whaley,Lynn Cohen,Frank Whaley,Heather Bucha,2001,based on play|character name in title
Heli ,Crime|Drama|Romance,Amat Escalante,Kenny Johnston,Andrea Vergara,Gabriel Reyes,2013,corrupt police|drug cartel|drugs|mexico|police
Karachi se Lahore ,Comedy|Family,Wajahat Rauf,Rasheed Naz,Ayesha Omar,Javed Sheikh,2015,pakistan|road trip
Loving Annabelle ,Drama|Romance,Katherine Brooks,Ilene Graff,Kevin McCarthy,Laura Breckenridge,2006,older woman younger woman relationship|sex with student|teacher|teacher student relationship|title directed by female
Hits ,Comedy|Drama,David Cross,Jason Ritter,Matt Walsh,Amy Sedaris,2014,courtroom|independent film|internet|small town|youtube
Jimmy and Judy ,Crime|Drama|Thriller,Randall Rubin,Nicole Randall Johnson,A.J. Buckley,James Eckhouse,2006,police|revenge|sex|suburb|video camera
Frat Party ,Comedy,Robert Bennett,Randy Wayne,Lauren C. Mayhew,Alicia Ziegler,2009,erotica|masseuse|sister sister relationship|temptation|threesome
The Party's Over ,Drama,Guy Hamilton,Oliver Reed,Eddie Albert,Louise Sorel,1965,beatnik|businessman|necrophilia|party|partying
Proud ,Drama,Mary Pat Kelly,Aidan Quinn,Ossie Davis,Janet Hubert,2004, 
The Poker House ,Drama,Lori Petty,Jennifer Lawrence,Chloë Grace Moretz,Bokeem Woodbine,2008,basketball|drug abuse|interracial rape|iowa|tween girl
Childless ,Drama,Charlie Levi,Joe Mantegna,Barbara Hershey,Diane Venora,2008, 
ZMD: Zombies of Mass Destruction ,Comedy|Horror|Sci-Fi,Kevin Hamedani,Russell Hodgkinson,Janette Armand,Kevin Hamedani,2009,cult|homosexual|island|survival horror|zombie
Snow White: A Deadly Summer ,Horror,David DeCoteau,Maureen McCormick,Shanley Caswell,Tim Abell,2012,reference to snow white|sleeping bag|stepmother stepdaughter relationship|strangulation|totem pole
Hidden Away ,Drama|Romance,Mikel Rueda,Álex Angulo,Germán Alcarazu,Joseba Ugalde,2014,best friend|deportation|moroccan|unrequited love|xenophobia
My Last Day Without You ,Comedy|Drama|Romance,Stefan C. Schaefer,Nicole Beharie,Marlene Forte,Reg E. Cathey,2011,business trip|german|love|new york|singer songwriter
Steppin: The Movie ,Comedy|Music,Michael Taliferro,Wesley Jonathan,Sticky Fingaz,Chrystee Pharris,2009, 
Doc Holliday's Revenge ,Western,David DeCoteau,William McNamara,Tom Berenger,Randy Jay Burrell,2014,1880s|cowboy|low budget film|shoot out|wild west
Black Rock ,Horror|Thriller,Katie Aselton,Katie Aselton,Anslem Richardson,Jay Paulson,2012,bare breasts|female frontal nudity|hunter|island|weekend
Truth or Die ,Horror|Mystery,Robert Heath,David Oakes,Alexander Vlahos,Jennie Jacques,2012,cabin in the woods|drinking acid|introvert|lesbian kiss|truth or dare
The Pet ,Drama|Thriller,D. Stevens,Magi Avila,Pierre Dulat,Summer Napoles,2006,dominance submissiveness|female nudity|human branding|human pet|power exchange
Bang Bang Baby ,Drama|Musical|Sci-Fi,Jeffrey St. Jules,Boyd Banks,Chloe Rose,Kristian Bruun,2014, 
Fear Clinic ,Horror,Robert Hall,Angelina Armani,Kevin Gage,Fiona Dourif,2015,bare breasts|based on web series|claustrophobia|doctor|phobia
Zombie Hunter ,Action|Comedy|Horror,K. King,Jason K. Wixom,Shona Kay,Jarrod Phillips,2013,desert|drifter|seduction|siege|zombie
A Fine Step ,Drama,Jonathan Meyers,Justin Baldoni,Luke Perry,Leonor Varela,2014, 
Trance ,Crime|Drama|Mystery|Thriller,Danny Boyle,Rosario Dawson,Spencer Wilding,Tuppence Middleton,2013,amnesia|criminal|heist|hypnotherapy|lost painting
Charly ,Drama|Romance|Sci-Fi,Ralph Nelson,Cliff Robertson,Dick Van Patten,Claire Bloom,1968,disability|experiment|genius|intelligence|mouse
Banshee Chapter ,Horror|Thriller,Blair Erickson,Monique Candelaria,Katia Winter,Michael McMillian,2013,experiment|lsd|missing friend|mk ultra|radio broadcast
Jesse             ,Comedy, ,Eric Lloyd,David DeLuise,Bruno Campos, ,1990s|brother sister relationship|female protagonist|single mother|sitcom
Ask Me Anything ,Drama,Allison Burnett,Kimberly Williams-Paisley,Gia Mantegna,Cathryn de Prume,2014,bare breasts|female protagonist
And Then Came Love ,Comedy|Romance,Richard Schenkman,Vanessa Williams,Mike Colter,Eartha Kitt,2007,facebook|imdb|mediaatlarge.com|mediaatlargellc|sperm donor
Food Chains ,Documentary|News,Sanjay Rawal,Alma Martinez,Robert Kennedy Jr.,Eve Ensler,2014,two word title
On the Waterfront ,Crime|Drama|Romance,Elia Kazan,Marlon Brando,Karl Malden,Rod Steiger,1954,death|dock|longshoreman|murder|union
L!fe Happens ,Comedy,Kat Coiro,Justin Kirk,Geoff Stults,Kristen Johnston,2011,friendship|los angeles california|one night stand|roommate|single mother
"4 Months, 3 Weeks and 2 Days ",Drama,Cristian Mungiu,Anamaria Marinca,Vlad Ivanov,Alexandru Potocean,2007,female rear nudity|friend|hotel|rainy night|towel
The Horror Network Vol. 1 ,Horror,Brian Dorton,Javier Botet,Brian Dorton,Jan Cornet,2015,anthology
Hard Candy ,Crime|Drama|Thriller,David Slade,Odessa Rae,G.J. Echternkamp,Patrick Wilson,2005,chatting|missing person poster|online dating|photographer|sexual predator
The Quiet ,Drama|Thriller,Jamie Babbit,Katy Mixon,David Gallagher,Edie Falco,2005,deaf|death|dysfunctional family|godparent|secret
Circumstance ,Drama,Maryam Keshavarz,Sarah Kazemy,Reza Sixo Safai,Sina Amedson,2011,closeted lesbian|iranian|islamophobia|propaganda|teenager
Fruitvale Station ,Biography|Drama|Romance,Ryan Coogler,Ahna O'Reilly,Melonie Diaz,Ariana Neal,2013,22 year old|b.a.r.t.|bay area|birthday|police
